J2000_name,Julian_date,Q/I_inst,err_Q/I_inst,U/I_inst,err_U/I_inst,Q/I,err_Q/I,U/I,err_U/I,PD[%],err_PD[%],EVPA[deg],err_EVPA[deg]
RBPLJ0136+4751,2456550.5928,-0.058,0.004,0.094,0.004,-0.053,0.005,0.097,0.004,11.0,0.5,59.3,1.2
RBPLJ0136+4751,2456572.5287,0.025,0.004,-0.116,0.004,0.022,0.006,-0.116,0.004,11.9,0.4,-39.6,1.0
RBPLJ0136+4751,2456580.4933,-0.110,0.004,-0.204,0.004,-0.116,0.009,-0.199,0.006,23.0,0.7,-60.1,0.9
RBPLJ0136+4751,2456588.5186,-0.106,0.004,-0.047,0.005,-0.106,0.005,-0.042,0.006,11.4,0.5,-79.1,1.3
RBPLJ0136+4751,2456591.5290,-0.103,0.007,0.072,0.007,-0.099,0.008,0.077,0.008,12.5,0.8,71.1,1.9
RBPLJ0136+4751,2456591.5383,-0.117,0.006,0.089,0.007,-0.112,0.007,0.093,0.008,14.6,0.8,70.0,1.5
RBPLJ0136+4751,2456595.4657,0.009,0.005,0.012,0.005,0.011,0.005,0.012,0.005,1.6,0.5,23.5,9.2
RBPLJ0136+4751,2456606.4168,-0.219,0.004,-0.036,0.004,-0.219,0.004,-0.027,0.009,22.1,0.4,-86.5,0.5
RBPLJ0136+4751,2456844.5985,-0.009,0.020,-0.008,0.018,-0.008,0.020,-0.008,0.018,1.1,1.9,-68.7,49.6
RBPLJ0136+4751,2456848.5886,-0.137,0.008,0.060,0.007,-0.133,0.009,0.066,0.009,14.8,0.9,76.8,1.7
RBPLJ0136+4751,2456852.5947,-0.043,0.010,0.037,0.010,-0.040,0.010,0.039,0.010,5.6,1.0,67.8,5.3
RBPLJ0136+4751,2456857.6028,0.085,0.023,-0.021,0.021,0.086,0.023,-0.024,0.022,8.9,2.3,-7.9,7.6
RBPLJ0136+4751,2456862.5822,-0.011,0.011,0.105,0.011,-0.006,0.012,0.106,0.011,10.6,1.1,46.5,3.0
RBPLJ0136+4751,2456869.6055,-0.092,0.007,0.064,0.006,-0.088,0.007,0.068,0.007,11.1,0.7,71.2,1.9
RBPLJ0136+4751,2456871.5861,-0.042,0.009,0.050,0.007,-0.039,0.009,0.052,0.008,6.5,0.8,63.4,3.7
RBPLJ0136+4751,2456879.5612,-0.095,0.005,0.036,0.005,-0.092,0.006,0.040,0.006,10.1,0.6,78.3,1.7
RBPLJ0136+4751,2456885.4747,-0.088,0.008,0.100,0.008,-0.083,0.009,0.104,0.008,13.3,0.8,64.3,1.8
RBPLJ0136+4751,2456898.5319,-0.017,0.007,0.061,0.005,-0.013,0.007,0.062,0.005,6.3,0.5,50.9,2.3
RBPLJ0136+4751,2456905.5417,-0.089,0.005,-0.068,0.005,-0.091,0.006,-0.064,0.006,11.1,0.6,-72.4,1.6
RBPLJ0136+4751,2456913.5268,-0.165,0.006,0.075,0.006,-0.161,0.007,0.082,0.009,18.1,0.8,76.5,1.2
RBPLJ0136+4751,2456938.5493,0.180,0.008,-0.137,0.007,0.176,0.010,-0.143,0.010,22.7,1.0,-19.5,1.2
RBPLJ0136+4751,2456942.5188,0.106,0.005,-0.178,0.005,0.100,0.009,-0.181,0.006,20.7,0.7,-30.5,1.0
RBPLJ0136+4751,2456946.4875,-0.001,0.005,-0.159,0.005,-0.006,0.008,-0.158,0.005,15.8,0.5,-46.1,0.9
RBPLJ0136+4751,2456980.3437,-0.046,0.013,0.036,0.013,-0.043,0.013,0.038,0.013,5.8,1.3,69.0,6.6
RBPLJ0136+4751,2457264.5391,-0.089,0.005,-0.068,0.005,-0.090,0.006,-0.064,0.006,11.1,0.6,-72.2,1.6
RBPLJ0136+4751,2457282.5054,-0.069,0.004,-0.023,0.003,-0.068,0.004,-0.020,0.005,7.1,0.4,-81.7,1.6
RBPLJ0136+4751,2457285.5487,-0.032,0.003,-0.014,0.003,-0.031,0.004,-0.013,0.004,3.3,0.4,-78.9,3.2
RBPLJ0136+4751,2457300.4931,-0.058,0.003,0.110,0.003,-0.053,0.006,0.112,0.004,12.4,0.4,57.6,1.0
RBPLJ0136+4751,2457305.4595,0.015,0.003,0.029,0.003,0.018,0.004,0.028,0.004,3.4,0.4,28.8,3.1
RBPLJ0136+4751,2457311.4550,0.047,0.003,-0.011,0.003,0.048,0.003,-0.012,0.003,5.0,0.3,-7.2,1.8
RBPLJ0136+4751,2457312.4426,0.061,0.004,0.012,0.004,0.063,0.004,0.010,0.005,6.4,0.4,4.6,2.0
RBPLJ0136+4751,2457314.5912,0.053,0.005,-0.071,0.005,0.052,0.006,-0.073,0.005,9.0,0.5,-27.3,1.7
RBPLJ0136+4751,2457330.4498,-0.096,0.003,0.001,0.003,-0.095,0.003,0.005,0.005,9.5,0.3,88.5,0.9
RBPLJ0136+4751,2457331.4195,-0.101,0.002,0.048,0.002,-0.097,0.003,0.052,0.004,11.0,0.4,75.9,0.9
RBPLJ0136+4751,2457332.4053,-0.103,0.004,0.064,0.004,-0.099,0.005,0.068,0.005,12.0,0.5,72.8,1.1
RBPLJ0136+4751,2457333.4935,-0.123,0.006,0.070,0.006,-0.119,0.006,0.075,0.007,14.1,0.7,73.9,1.4
RBPLJ0136+4751,2457336.4483,-0.171,0.006,0.090,0.006,-0.166,0.007,0.097,0.009,19.2,0.8,75.0,1.1
RBPLJ0136+4751,2457343.4342,-0.011,0.004,0.083,0.004,-0.007,0.006,0.084,0.004,8.4,0.5,47.2,1.5
RBPLJ0136+4751,2457346.4101,-0.010,0.005,0.056,0.005,-0.006,0.006,0.056,0.005,5.7,0.5,48.2,2.6
RBPLJ0136+4751,2457350.3235,-0.015,0.005,0.104,0.005,-0.009,0.007,0.104,0.006,10.5,0.6,47.6,1.5
RBPLJ0136+4751,2457596.5741,-0.032,0.030,-0.049,0.031,-0.032,0.030,-0.047,0.031,5.7,3.1,-62.1,19.0
RBPLJ0136+4751,2457597.5888,0.015,0.050,-0.022,0.053,0.016,0.050,-0.022,0.053,2.7,5.2,-27.1,51.7
RBPLJ0136+4751,2457598.5699,0.018,0.022,-0.034,0.022,0.018,0.022,-0.035,0.022,3.9,2.2,-31.5,19.9
RBPLJ0136+4751,2457599.5417,0.009,0.027,0.013,0.032,0.011,0.027,0.013,0.032,1.6,3.0,24.9,50.8
RBPLJ0136+4751,2457601.5515,0.016,0.019,0.071,0.019,0.020,0.019,0.071,0.019,7.3,1.9,37.0,7.8
RBPLJ0136+4751,2457602.5414,0.006,0.019,0.002,0.017,0.008,0.019,0.002,0.017,0.8,1.9,6.6,53.7
RBPLJ0136+4751,2457603.5460,0.034,0.017,-0.015,0.012,0.035,0.017,-0.016,0.012,3.9,1.6,-12.3,13.6
RBPLJ0136+4751,2457604.5592,0.010,0.016,0.009,0.015,0.012,0.016,0.009,0.015,1.5,1.6,18.5,39.3
RBPLJ0136+4751,2457606.5439,0.034,0.016,0.021,0.016,0.036,0.016,0.020,0.017,4.1,1.6,14.3,12.8
RBPLJ0136+4751,2457607.5791,-0.038,0.015,0.018,0.015,-0.036,0.015,0.019,0.015,4.1,1.5,75.9,11.5
RBPLJ0136+4751,2457609.6089,0.029,0.019,0.083,0.022,0.034,0.019,0.082,0.022,8.8,2.2,33.8,7.3
RBPLJ0136+4751,2457612.5737,-0.025,0.012,0.061,0.012,-0.021,0.013,0.062,0.012,6.5,1.2,54.4,5.6
RBPLJ0136+4751,2457613.5820,-0.001,0.013,0.065,0.013,0.003,0.014,0.065,0.013,6.5,1.3,43.9,6.0
RBPLJ0136+4751,2457617.5579,0.014,0.015,0.062,0.015,0.018,0.015,0.061,0.015,6.4,1.5,36.7,7.1
RBPLJ0136+4751,2457619.5901,0.004,0.017,0.009,0.017,0.006,0.017,0.009,0.017,1.1,1.7,29.1,49.0
RBPLJ0136+4751,2457620.5281,0.041,0.018,0.039,0.013,0.044,0.018,0.038,0.013,5.8,1.6,20.5,8.3
RBPLJ0136+4751,2457621.4962,0.019,0.019,0.074,0.021,0.023,0.020,0.073,0.021,7.7,2.1,36.3,8.3
RBPLJ0136+4751,2457622.5889,0.026,0.015,0.040,0.016,0.029,0.015,0.039,0.016,4.8,1.6,26.6,10.2
RBPLJ0136+4751,2457623.5508,0.021,0.017,0.000,0.016,0.022,0.017,-0.001,0.016,2.2,1.7,-1.0,29.1
RBPLJ0136+4751,2457624.4826,-0.015,0.021,0.014,0.015,-0.013,0.021,0.015,0.015,2.0,1.8,65.7,34.0
RBPLJ0136+4751,2457630.5940,0.061,0.011,0.048,0.011,0.065,0.011,0.046,0.011,7.9,1.1,17.8,4.1
RBPLJ0136+4751,2457631.5713,0.049,0.011,0.060,0.011,0.053,0.011,0.059,0.011,7.9,1.1,24.0,4.2
RBPLJ0136+4751,2457636.5315,0.096,0.013,0.083,0.013,0.101,0.013,0.080,0.013,12.9,1.3,19.1,3.0
RBPLJ0136+4751,2457637.5046,0.069,0.016,0.068,0.012,0.073,0.016,0.066,0.012,9.8,1.4,21.0,4.3
RBPLJ0152+0146,2456862.5938,0.028,0.006,0.040,0.006,0.031,0.006,0.039,0.006,5.0,0.6,25.8,3.5
RBPLJ0152+0146,2456882.5845,0.030,0.006,0.033,0.006,0.033,0.006,0.033,0.006,4.6,0.6,22.4,3.7
RBPLJ0152+0146,2456903.5814,0.009,0.003,0.002,0.003,0.011,0.004,0.002,0.004,1.1,0.4,6.0,10.4
RBPLJ0152+0146,2456914.5506,0.015,0.003,0.016,0.003,0.017,0.004,0.016,0.003,2.3,0.3,21.7,4.3
RBPLJ0152+0146,2456946.4662,0.016,0.003,0.037,0.003,0.018,0.004,0.036,0.003,4.1,0.3,31.5,2.3
RBPLJ0152+0146,2457264.5264,-0.014,0.003,0.066,0.003,-0.010,0.004,0.067,0.003,6.8,0.3,49.2,1.4
RBPLJ0152+0146,2457282.5674,-0.011,0.003,0.056,0.003,-0.008,0.004,0.057,0.003,5.7,0.3,48.8,1.6
RBPLJ0152+0146,2457336.4762,-0.009,0.003,0.035,0.003,-0.006,0.004,0.035,0.004,3.6,0.4,49.8,2.9
RBPLJ0152+0146,2457337.4273,-0.005,0.003,0.043,0.003,-0.002,0.004,0.044,0.003,4.4,0.3,46.3,2.1
RBPLJ0211+1051,2456525.5562,0.220,0.003,-0.054,0.003,0.220,0.004,-0.062,0.009,22.8,0.5,-7.8,0.6
RBPLJ0211+1051,2456528.6171,0.124,0.004,-0.033,0.003,0.124,0.004,-0.038,0.006,13.0,0.4,-8.5,0.9
RBPLJ0211+1051,2456532.5848,0.252,0.003,-0.101,0.003,0.249,0.006,-0.110,0.010,27.2,0.6,-11.9,0.7
RBPLJ0211+1051,2456539.6022,0.126,0.003,-0.124,0.003,0.123,0.006,-0.129,0.005,17.8,0.6,-23.2,0.9
RBPLJ0211+1051,2456542.5955,0.129,0.003,-0.113,0.002,0.126,0.005,-0.117,0.005,17.2,0.5,-21.5,0.9
RBPLJ0211+1051,2456545.6159,0.213,0.004,-0.123,0.004,0.209,0.007,-0.131,0.009,24.7,0.7,-16.0,0.8
RBPLJ0211+1051,2456549.6099,0.213,0.003,-0.227,0.003,0.206,0.010,-0.235,0.008,31.2,0.9,-24.4,0.8
RBPLJ0211+1051,2456556.5532,0.176,0.004,-0.130,0.003,0.172,0.007,-0.136,0.007,21.9,0.7,-19.1,0.9
RBPLJ0211+1051,2456573.5278,0.261,0.003,-0.195,0.002,0.255,0.009,-0.204,0.010,32.6,0.9,-19.3,0.8
RBPLJ0211+1051,2456587.5261,0.192,0.003,-0.108,0.003,0.189,0.005,-0.115,0.008,22.1,0.6,-15.6,0.8
RBPLJ0211+1051,2456590.5553,0.194,0.003,-0.167,0.003,0.189,0.007,-0.174,0.007,25.6,0.8,-21.3,0.8
RBPLJ0211+1051,2456592.5586,0.182,0.004,-0.020,0.005,0.182,0.004,-0.026,0.008,18.4,0.4,-4.1,0.7
RBPLJ0211+1051,2456593.4440,0.244,0.003,-0.033,0.003,0.244,0.004,-0.042,0.010,24.8,0.4,-4.9,0.5
RBPLJ0211+1051,2456596.5082,0.248,0.003,-0.138,0.003,0.244,0.007,-0.147,0.009,28.5,0.7,-15.6,0.8
RBPLJ0211+1051,2456606.4384,0.126,0.003,-0.145,0.002,0.121,0.007,-0.149,0.005,19.2,0.6,-25.4,0.8
RBPLJ0211+1051,2456610.3547,0.163,0.003,-0.272,0.003,0.154,0.011,-0.277,0.006,31.7,0.8,-30.5,0.7
RBPLJ0211+1051,2456854.5863,0.148,0.003,-0.203,0.003,0.141,0.009,-0.208,0.006,25.2,0.7,-27.9,0.8
RBPLJ0211+1051,2456872.5893,-0.100,0.003,-0.295,0.003,-0.110,0.012,-0.290,0.006,31.1,0.7,-55.4,0.6
RBPLJ0211+1051,2456878.6125,0.077,0.003,-0.174,0.003,0.072,0.008,-0.176,0.004,19.1,0.5,-33.9,0.7
RBPLJ0211+1051,2456886.6107,0.147,0.002,-0.279,0.002,0.137,0.011,-0.284,0.005,31.5,0.7,-32.1,0.6
RBPLJ0211+1051,2456898.5458,-0.023,0.003,-0.210,0.003,-0.030,0.009,-0.208,0.003,21.0,0.3,-49.1,0.5
RBPLJ0211+1051,2456902.5519,0.047,0.002,-0.240,0.002,0.039,0.010,-0.241,0.002,24.4,0.3,-40.4,0.3
RBPLJ0211+1051,2456921.6005,0.122,0.002,-0.103,0.002,0.119,0.005,-0.107,0.005,16.0,0.5,-21.0,0.9
RBPLJ0211+1051,2456941.4987,0.041,0.003,-0.039,0.003,0.041,0.004,-0.040,0.004,5.8,0.4,-22.3,1.9
RBPLJ0211+1051,2456951.4951,0.001,0.003,-0.067,0.003,0.000,0.004,-0.066,0.003,6.6,0.3,-45.0,1.5
RBPLJ0211+1051,2456979.3136,-0.011,0.003,-0.157,0.002,-0.015,0.007,-0.156,0.003,15.7,0.3,-47.8,0.5
RBPLJ0211+1051,2457237.6149,0.060,0.012,-0.155,0.011,0.056,0.014,-0.157,0.011,16.6,1.2,-35.2,2.0
RBPLJ0211+1051,2457245.6149,-0.035,0.004,-0.056,0.003,-0.035,0.005,-0.054,0.004,6.5,0.4,-61.6,1.8
RBPLJ0211+1051,2457262.6167,-0.075,0.005,-0.056,0.004,-0.075,0.005,-0.052,0.005,9.2,0.5,-72.7,1.6
RBPLJ0211+1051,2457265.5411,-0.071,0.005,-0.059,0.004,-0.072,0.006,-0.055,0.005,9.1,0.5,-71.3,1.7
RBPLJ0211+1051,2457282.5157,-0.009,0.003,-0.109,0.003,-0.012,0.005,-0.108,0.003,10.9,0.3,-48.2,0.8
RBPLJ0211+1051,2457284.5699,0.080,0.003,-0.120,0.003,0.077,0.006,-0.122,0.004,14.4,0.5,-28.9,0.9
RBPLJ0211+1051,2457285.5874,0.056,0.003,-0.105,0.003,0.054,0.005,-0.106,0.003,11.9,0.4,-31.6,0.9
RBPLJ0211+1051,2457300.5014,-0.071,0.004,-0.071,0.003,-0.072,0.005,-0.068,0.005,9.9,0.5,-68.3,1.4
RBPLJ0211+1051,2457311.4650,-0.033,0.003,-0.017,0.002,-0.032,0.003,-0.015,0.003,3.5,0.3,-77.3,2.5
RBPLJ0211+1051,2457312.5211,0.011,0.003,-0.036,0.003,0.011,0.004,-0.036,0.003,3.8,0.3,-36.2,2.6
RBPLJ0211+1051,2457314.6020,-0.035,0.006,-0.084,0.006,-0.037,0.007,-0.082,0.007,9.0,0.7,-57.0,2.1
RBPLJ0211+1051,2457330.4597,-0.068,0.003,-0.038,0.003,-0.068,0.004,-0.035,0.004,7.6,0.4,-76.2,1.5
RBPLJ0211+1051,2457331.4476,-0.032,0.003,-0.070,0.003,-0.033,0.004,-0.068,0.003,7.6,0.3,-58.1,1.3
RBPLJ0211+1051,2457332.4129,-0.062,0.004,-0.067,0.003,-0.063,0.005,-0.064,0.004,9.0,0.4,-67.4,1.3
RBPLJ0211+1051,2457333.5010,-0.062,0.003,-0.019,0.002,-0.061,0.003,-0.017,0.004,6.3,0.3,-82.3,1.4
RBPLJ0211+1051,2457335.4411,-0.036,0.003,-0.024,0.003,-0.035,0.004,-0.022,0.004,4.2,0.4,-74.1,2.6
RBPLJ0211+1051,2457336.4820,-0.030,0.003,-0.056,0.003,-0.031,0.004,-0.055,0.003,6.3,0.3,-59.8,1.6
RBPLJ0211+1051,2457337.4323,-0.027,0.003,-0.032,0.003,-0.026,0.004,-0.030,0.003,4.0,0.3,-65.6,2.4
RBPLJ0211+1051,2457343.4467,-0.057,0.003,-0.049,0.003,-0.058,0.004,-0.046,0.004,7.4,0.4,-70.6,1.4
RBPLJ0211+1051,2457346.4309,-0.027,0.003,-0.032,0.003,-0.027,0.004,-0.031,0.003,4.1,0.3,-65.5,2.4
RBPLJ0211+1051,2457598.5819,0.101,0.003,-0.077,0.003,0.099,0.005,-0.080,0.005,12.8,0.5,-19.5,1.0
RBPLJ0211+1051,2457599.5537,0.077,0.003,-0.051,0.003,0.076,0.004,-0.054,0.004,9.3,0.4,-17.6,1.3
RBPLJ0211+1051,2457601.5666,0.075,0.003,-0.072,0.003,0.073,0.004,-0.075,0.004,10.5,0.4,-22.8,1.1
RBPLJ0211+1051,2457602.5565,0.078,0.003,-0.124,0.003,0.075,0.006,-0.127,0.004,14.7,0.5,-29.7,0.9
RBPLJ0211+1051,2457603.5619,0.084,0.003,-0.135,0.003,0.081,0.006,-0.137,0.004,15.9,0.5,-29.8,0.8
RBPLJ0211+1051,2457604.5743,0.062,0.003,-0.135,0.003,0.059,0.006,-0.137,0.003,14.9,0.4,-33.4,0.8
RBPLJ0211+1051,2457606.5592,0.071,0.004,-0.141,0.003,0.067,0.007,-0.143,0.004,15.8,0.5,-32.5,0.8
RBPLJ0211+1051,2457607.5955,0.093,0.002,-0.143,0.002,0.089,0.006,-0.146,0.004,17.1,0.5,-29.4,0.8
RBPLJ0211+1051,2457612.5912,0.035,0.002,-0.126,0.002,0.031,0.005,-0.126,0.002,13.0,0.3,-38.1,0.6
RBPLJ0211+1051,2457613.5985,0.029,0.003,-0.161,0.003,0.024,0.007,-0.161,0.003,16.3,0.3,-40.7,0.5
RBPLJ0211+1051,2457617.5732,0.035,0.003,-0.087,0.003,0.033,0.005,-0.088,0.003,9.4,0.3,-34.6,1.0
RBPLJ0211+1051,2457618.6094,0.054,0.003,-0.084,0.002,0.052,0.005,-0.085,0.003,10.0,0.4,-29.4,1.0
RBPLJ0211+1051,2457619.6058,0.022,0.003,-0.103,0.002,0.019,0.005,-0.104,0.002,10.6,0.3,-39.8,0.7
RBPLJ0211+1051,2457620.5676,0.089,0.002,-0.089,0.001,0.087,0.004,-0.092,0.003,12.7,0.4,-23.4,0.9
RBPLJ0211+1051,2457621.6169,0.098,0.002,-0.093,0.002,0.096,0.005,-0.097,0.004,13.6,0.4,-22.6,0.9
RBPLJ0211+1051,2457630.6230,0.078,0.003,-0.039,0.002,0.078,0.003,-0.042,0.004,8.9,0.3,-14.1,1.1
RBPLJ0211+1051,2457633.5899,0.157,0.003,-0.072,0.003,0.156,0.004,-0.078,0.006,17.4,0.5,-13.3,0.8
RBPLJ0211+1051,2457636.5811,0.085,0.003,-0.036,0.002,0.085,0.004,-0.039,0.004,9.3,0.4,-12.4,1.1
RBPLJ0211+1051,2457637.5495,0.100,0.003,-0.045,0.002,0.100,0.004,-0.048,0.004,11.1,0.4,-12.9,1.0
RBPLJ0217+0837,2456525.5494,0.016,0.006,0.019,0.006,0.018,0.007,0.019,0.006,2.6,0.6,23.1,7.3
RBPLJ0217+0837,2456532.5925,-0.013,0.004,0.019,0.003,-0.011,0.004,0.020,0.003,2.3,0.4,59.0,4.6
RBPLJ0217+0837,2456538.5991,-0.023,0.003,0.018,0.002,-0.020,0.003,0.019,0.003,2.8,0.3,68.4,3.0
RBPLJ0217+0837,2456542.6047,-0.032,0.003,0.022,0.003,-0.030,0.004,0.024,0.003,3.8,0.3,70.7,2.6
RBPLJ0217+0837,2456547.5701,-0.014,0.003,0.036,0.003,-0.011,0.004,0.037,0.003,3.9,0.3,53.1,2.6
RBPLJ0217+0837,2456556.5611,-0.033,0.006,0.019,0.005,-0.030,0.006,0.020,0.005,3.6,0.6,73.2,4.8
RBPLJ0217+0837,2456556.5898,-0.019,0.014,0.031,0.011,-0.017,0.014,0.032,0.011,3.6,1.2,58.7,10.2
RBPLJ0217+0837,2456577.5988,-0.073,0.003,0.029,0.003,-0.071,0.004,0.032,0.004,7.7,0.4,77.8,1.5
RBPLJ0217+0837,2456586.4867,-0.080,0.009,0.035,0.008,-0.077,0.010,0.038,0.009,8.6,0.9,76.8,3.1
RBPLJ0217+0837,2456589.6026,-0.048,0.004,0.042,0.004,-0.045,0.004,0.044,0.004,6.3,0.4,67.9,2.0
RBPLJ0217+0837,2456592.4749,-0.041,0.003,0.019,0.003,-0.039,0.003,0.021,0.003,4.4,0.3,75.9,2.1
RBPLJ0217+0837,2456600.4115,-0.037,0.002,0.012,0.002,-0.035,0.003,0.014,0.003,3.8,0.3,79.4,2.1
RBPLJ0217+0837,2456607.4496,-0.031,0.003,0.037,0.003,-0.028,0.004,0.038,0.003,4.8,0.4,63.3,2.2
RBPLJ0217+0837,2456610.3611,-0.035,0.004,0.024,0.004,-0.033,0.005,0.025,0.004,4.1,0.5,71.2,3.1
RBPLJ0217+0837,2456610.3918,-0.027,0.004,0.016,0.004,-0.025,0.004,0.018,0.004,3.0,0.4,72.0,4.1
RBPLJ0217+0837,2456874.5612,-0.077,0.004,0.033,0.003,-0.075,0.004,0.036,0.004,8.3,0.4,77.2,1.5
RBPLJ0217+0837,2456882.5935,-0.090,0.004,0.057,0.004,-0.086,0.005,0.060,0.005,10.5,0.5,72.5,1.4
RBPLJ0217+0837,2456897.5916,-0.076,0.003,0.031,0.003,-0.073,0.004,0.034,0.004,8.1,0.4,77.6,1.3
RBPLJ0217+0837,2456905.5612,-0.048,0.003,0.017,0.003,-0.045,0.003,0.020,0.003,5.0,0.3,78.3,2.0
RBPLJ0217+0837,2456921.6067,-0.036,0.005,0.008,0.004,-0.034,0.005,0.010,0.005,3.6,0.5,82.2,4.0
RBPLJ0217+0837,2456938.5633,0.024,0.006,-0.021,0.005,0.025,0.006,-0.021,0.006,3.3,0.6,-20.1,5.4
RBPLJ0217+0837,2456946.5000,-0.062,0.005,0.060,0.005,-0.059,0.006,0.063,0.005,8.6,0.5,66.5,1.8
RBPLJ0217+0837,2456952.5554,-0.039,0.005,0.033,0.005,-0.036,0.005,0.035,0.005,5.0,0.5,67.9,2.9
RBPLJ0217+0837,2457237.6073,0.001,0.006,0.036,0.006,0.004,0.006,0.036,0.006,3.7,0.6,41.8,4.5
RBPLJ0217+0837,2457251.5422,-0.014,0.004,0.133,0.004,-0.007,0.007,0.133,0.004,13.3,0.4,46.5,0.8
RBPLJ0217+0837,2457252.5628,-0.007,0.004,0.067,0.003,-0.003,0.005,0.067,0.003,6.7,0.3,46.1,1.4
RBPLJ0217+0837,2457262.6007,0.008,0.003,-0.018,0.003,0.009,0.003,-0.018,0.003,2.0,0.3,-31.8,4.3
RBPLJ0217+0837,2457265.5546,-0.077,0.005,-0.038,0.004,-0.077,0.005,-0.035,0.005,8.5,0.5,-77.8,1.7
RBPLJ0217+0837,2457282.5223,-0.079,0.004,-0.021,0.003,-0.078,0.004,-0.018,0.005,8.0,0.4,-83.6,1.5
RBPLJ0217+0837,2457285.5620,-0.178,0.004,0.024,0.003,-0.175,0.004,0.031,0.007,17.8,0.4,85.0,0.7
RBPLJ0217+0837,2457300.5391,-0.037,0.004,0.117,0.004,-0.031,0.006,0.118,0.004,12.2,0.4,52.4,1.0
RBPLJ0217+0837,2457311.4718,-0.007,0.003,0.082,0.003,-0.002,0.005,0.082,0.003,8.2,0.3,45.8,1.0
RBPLJ0217+0837,2457312.5294,-0.067,0.003,0.019,0.003,-0.064,0.004,0.022,0.004,6.8,0.4,80.8,1.6
RBPLJ0217+0837,2457330.4704,0.053,0.002,0.071,0.002,0.057,0.003,0.069,0.003,9.0,0.3,25.1,1.0
RBPLJ0217+0837,2457331.4531,0.026,0.003,0.139,0.003,0.033,0.007,0.138,0.004,14.2,0.4,38.2,0.8
RBPLJ0217+0837,2457332.4294,0.019,0.004,0.028,0.003,0.021,0.004,0.028,0.003,3.5,0.4,26.1,3.0
RBPLJ0217+0837,2457333.5076,0.008,0.003,0.092,0.003,0.013,0.005,0.092,0.003,9.3,0.3,41.0,1.1
RBPLJ0217+0837,2457335.4483,0.063,0.004,0.002,0.003,0.064,0.004,0.000,0.004,6.4,0.4,0.2,1.7
RBPLJ0217+0837,2457336.4891,0.015,0.003,0.038,0.003,0.018,0.004,0.038,0.004,4.2,0.4,32.6,2.5
RBPLJ0217+0837,2457337.4458,-0.036,0.004,0.016,0.003,-0.033,0.004,0.018,0.004,3.8,0.4,75.8,2.9
RBPLJ0217+0837,2457343.4711,0.005,0.005,0.022,0.005,0.007,0.005,0.023,0.005,2.4,0.5,36.3,5.9
RBPLJ0217+0837,2457346.4386,-0.055,0.003,0.023,0.003,-0.052,0.003,0.026,0.004,5.8,0.3,76.9,1.7
RBPLJ0217+0837,2457598.5879,-0.054,0.003,0.012,0.003,-0.052,0.003,0.014,0.004,5.4,0.3,82.5,1.8
RBPLJ0217+0837,2457599.5601,-0.065,0.004,-0.050,0.004,-0.066,0.005,-0.047,0.005,8.1,0.5,-72.3,1.7
RBPLJ0217+0837,2457601.5715,-0.029,0.003,-0.024,0.003,-0.029,0.003,-0.023,0.003,3.6,0.3,-70.9,2.6
RBPLJ0217+0837,2457602.5623,-0.063,0.003,-0.038,0.003,-0.063,0.004,-0.035,0.004,7.2,0.4,-75.5,1.5
RBPLJ0217+0837,2457603.5680,-0.025,0.003,-0.047,0.002,-0.026,0.004,-0.045,0.003,5.2,0.3,-59.7,1.7
RBPLJ0217+0837,2457604.5829,-0.023,0.003,-0.002,0.003,-0.022,0.004,-0.001,0.003,2.2,0.4,-89.3,4.8
RBPLJ0217+0837,2457606.5705,-0.020,0.005,0.037,0.004,-0.017,0.005,0.038,0.004,4.2,0.5,57.2,3.2
RBPLJ0217+0837,2457607.5620,-0.036,0.003,0.020,0.003,-0.034,0.003,0.022,0.003,4.0,0.3,73.6,2.4
RBPLJ0217+0837,2457612.5994,-0.085,0.003,-0.053,0.003,-0.085,0.004,-0.049,0.005,9.8,0.4,-75.0,1.2
RBPLJ0217+0837,2457613.6064,-0.059,0.003,-0.011,0.003,-0.058,0.003,-0.008,0.004,5.9,0.3,-86.0,1.7
RBPLJ0217+0837,2457617.5792,-0.018,0.004,0.023,0.003,-0.015,0.004,0.024,0.003,2.8,0.4,61.4,3.7
RBPLJ0217+0837,2457618.6156,-0.056,0.004,-0.006,0.003,-0.055,0.004,-0.003,0.004,5.5,0.4,-88.3,2.1
RBPLJ0217+0837,2457619.6127,-0.023,0.003,-0.014,0.003,-0.022,0.004,-0.013,0.003,2.6,0.4,-74.8,4.1
RBPLJ0217+0837,2457620.5539,-0.050,0.002,-0.010,0.002,-0.049,0.003,-0.008,0.003,5.0,0.3,-85.4,1.5
RBPLJ0217+0837,2457622.6104,-0.045,0.002,-0.050,0.002,-0.045,0.003,-0.048,0.003,6.6,0.3,-66.7,1.3
RBPLJ0217+0837,2457625.5801,-0.075,0.002,-0.044,0.002,-0.075,0.003,-0.041,0.004,8.6,0.3,-75.7,1.1
RBPLJ0217+0837,2457630.6141,-0.045,0.002,-0.063,0.002,-0.046,0.003,-0.061,0.003,7.6,0.3,-63.4,1.1
RBPLJ0217+0837,2457631.6032,-0.045,0.002,0.028,0.001,-0.042,0.002,0.030,0.002,5.2,0.2,72.3,1.3
RBPLJ0217+0837,2457633.5794,-0.075,0.002,-0.037,0.002,-0.075,0.003,-0.034,0.004,8.2,0.3,-77.8,1.0
